FLIGHT_ID,DATETIME,AIRLINE_CODE,ORIGIN_IATA,DEST_IATA,DISTANCE,TOTAL_DELAY,CANCELLATION_REASON,AIR_SYSTEM_DELAY,WEATHER_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY
803,2015-08-20,DL,ATL,MCI,692,0.0,,False,False,False,False,False
804,2015-12-19,DL,LGA,MSP,1020,19.0,,True,False,False,False,False
805,2015-01-23,AA,ORD,MIA,1197,15.0,,False,False,False,False,False
806,2015-03-18,EV,RIC,BOS,474,0.0,,False,False,False,False,False
807,2015-12-13,WN,LAS,MDW,1521,2.0,,False,False,False,False,False
808,2015-04-01,DL,PVD,ATL,903,0.0,,False,False,False,False,False
809,2015-09-14,EV,GRB,ORD,173,0.0,,False,False,False,False,False
810,2015-01-19,OO,ORD,XNA,522,88.0,,False,False,False,False,True
811,2015-12-04,OO,PDX,BUR,817,0.0,,False,False,False,False,False
812,2015-12-04,MQ,CMI,ORD,135,3.0,,False,False,False,False,False
813,2015-03-01,WN,MKE,PHX,1460,12.0,,False,False,False,False,False
814,2015-05-06,DL,MSP,MKE,297,0.0,,False,False,False,False,False
815,2015-08-09,DL,DTW,PIT,201,0.0,,False,False,False,False,False
816,2015-11-05,AA,DFW,IAH,224,0.0,,False,False,False,False,False
817,2015-02-24,AA,DSM,DFW,624,0.0,,False,False,False,False,False
818,2015-01-22,UA,EWR,ORD,719,0.0,,False,False,False,False,False
819,2015-03-19,DL,MSY,LAX,1670,0.0,,False,False,False,False,False
820,2015-01-16,DL,ATL,ORD,606,0.0,,False,False,False,False,False
821,2015-11-15,WN,DEN,SAT,794,31.0,,False,False,False,False,False
822,2015-07-19,WN,MDW,IAD,577,0.0,,False,False,False,False,False
823,2015-05-27,WN,PHX,ELP,347,178.0,,False,False,False,True,True
824,2015-08-08,DL,MHT,DTW,610,0.0,,False,False,False,False,False
825,2015-07-19,B6,PBI,JFK,1028,0.0,,False,False,False,False,False
826,2015-02-17,DL,LAX,MSY,1670,47.0,,False,False,False,True,False
827,2015-03-02,B6,SJU,DCA,1554,4.0,,False,False,False,False,False
828,2015-06-05,AS,OGG,SMF,2404,63.0,,False,False,False,False,True
829,2015-03-07,WN,ATL,DTW,594,0.0,,False,False,False,False,False
830,2015-07-21,MQ,DFW,GRK,134,0.0,,False,False,False,False,False
831,2015-01-31,UA,PBI,EWR,1023,0.0,,False,False,False,False,False
832,2015-02-03,AA,PHL,DFW,1303,0.0,,False,False,False,False,False
833,2015-07-22,EV,ILM,ATL,377,0.0,,False,False,False,False,False
834,2015-01-17,AA,LGA,ORD,733,0.0,,False,False,False,False,False
835,2015-02-28,AS,PSP,SFO,421,0.0,,False,False,False,False,False
836,2015-07-07,DL,MKE,MSP,297,0.0,,False,False,False,False,False
837,2015-09-02,B6,JFK,PBI,1028,26.0,,False,False,False,False,False
838,2015-08-30,AA,LGA,CLT,544,0.0,,False,False,False,False,False
839,2015-03-15,B6,BOS,RIC,474,11.0,,False,False,False,False,False
840,2015-04-23,AS,OGG,SEA,2640,556.0,,False,False,False,True,False
841,2015-06-15,WN,TPA,STL,869,1.0,,False,False,False,False,False
842,2015-01-27,EV,IAH,STL,667,0.0,,False,False,False,False,False
843,2015-02-11,WN,HOU,SAT,192,61.0,,False,False,False,False,True
844,2015-12-11,WN,MDW,CLT,584,0.0,,False,False,False,False,False
845,2015-07-18,OO,SMF,SEA,605,0.0,,False,False,False,False,False
846,2015-04-08,AA,SFO,ORD,1846,0.0,,False,False,False,False,False
847,2015-12-12,NK,ORD,TPA,1012,0.0,,False,False,False,False,False
848,2015-04-05,UA,EWR,FLL,1065,3.0,,False,False,False,False,False
849,2015-12-21,AA,PHL,MSY,1089,4.0,,False,False,False,False,False
850,2015-08-11,AA,DFW,DCA,1192,146.0,,False,False,False,True,False
851,2015-09-12,WN,DEN,IND,977,0.0,,False,False,False,False,False
852,2015-02-21,DL,MCO,BOS,1121,0.0,,False,False,False,False,False
853,2015-12-11,OO,YUM,PHX,160,0.0,,False,False,False,False,False
854,2015-07-12,AA,DTW,DFW,986,66.0,,False,False,False,True,True
855,2015-07-30,EV,CLT,ORD,599,0.0,,False,False,False,False,False
856,2015-06-04,AA,SAN,DFW,1171,0.0,,False,False,False,False,False
857,2015-12-02,AS,IAH,SEA,1874,0.0,,False,False,False,False,False
858,2015-08-04,EV,GSO,EWR,445,81.0,,False,False,False,False,True
859,2015-05-06,B6,SFO,LGB,354,0.0,,False,False,False,False,False
860,2015-04-01,OO,MSP,DAY,574,480.0,,False,False,False,False,True
861,2015-09-30,WN,TUL,HOU,453,0.0,,False,False,False,False,False
862,2015-08-16,EV,IAH,CHS,925,11.0,,False,False,False,False,False
863,2015-03-03,OO,SJC,SEA,697,23.0,,False,False,False,False,False
864,2015-11-07,B6,SJU,FLL,1046,10.0,,False,False,False,False,False
865,2015-06-01,WN,OAK,DAL,1468,0.0,,False,False,False,False,False
866,2015-09-08,OO,RAP,DEN,300,338.0,,False,False,False,False,True
867,2015-06-24,MQ,DFW,MTJ,722,97.0,,True,False,False,True,False
868,2015-03-26,US,SEA,CLT,2279,0.0,,False,False,False,False,False
869,2015-04-08,WN,LAS,ATL,1747,13.0,,False,False,False,False,False
870,2015-12-06,VX,SFO,LAS,414,123.0,,False,False,False,False,True
871,2015-05-27,WN,SMF,BUR,358,0.0,,False,False,False,False,False
872,2015-05-12,AA,BNA,LAX,1797,0.0,,False,False,False,False,False
873,2015-02-27,UA,SFO,SEA,679,13.0,,False,False,False,False,False
874,2015-02-06,EV,TUL,DEN,541,0.0,,False,False,False,False,False
875,2015-02-23,AA,DFW,DCA,1192,1615.0,Weather,False,False,False,False,False
876,2015-06-08,UA,SJC,IAH,1608,1.0,,False,False,False,False,False
877,2015-12-03,WN,SAN,SMF,480,16.0,,False,False,False,False,False
878,2015-08-03,B6,DTW,FLL,1127,16.0,,True,False,False,False,False
879,2015-07-07,EV,AEX,ATL,500,11.0,,False,False,False,False,False
880,2015-08-23,DL,ATL,MDW,591,5.0,,False,False,False,False,False
881,2015-02-08,EV,ORD,MCI,403,68.0,,False,False,False,True,True
882,2015-07-27,UA,PIT,DEN,1290,0.0,,False,False,False,False,False
883,2015-07-16,WN,TUL,PHX,935,22.0,,False,False,False,False,False
884,2015-06-21,WN,SJU,MCO,1189,0.0,,False,False,False,False,False
885,2015-12-14,EV,DFW,MLU,293,0.0,,False,False,False,False,False
886,2015-06-09,WN,LAX,SAT,1211,55.0,,False,False,False,False,True
887,2015-09-20,WN,SJC,LAX,308,9.0,,False,False,False,False,False
888,2015-01-24,EV,ORD,SCE,528,5.0,,False,False,False,False,False
889,2015-08-16,B6,PBI,JFK,1028,285.0,,False,False,False,True,False
890,2015-06-22,DL,ATL,IAD,534,0.0,,False,False,False,False,False
891,2015-12-19,OO,PSP,SEA,987,16.0,,False,False,False,False,False
892,2015-01-24,WN,OAK,SNA,371,0.0,,False,False,False,False,False
893,2015-04-21,DL,IAH,ATL,689,140.0,,False,False,False,False,True
894,2015-09-19,OO,IAH,COS,809,0.0,,False,False,False,False,False
895,2015-11-18,AA,LAX,DFW,1235,0.0,,False,False,False,False,False
896,2015-01-14,MQ,CVG,DFW,812,47.0,,True,False,False,False,True
897,2015-06-10,MQ,ORD,BUF,473,0.0,,False,False,False,False,False
898,2015-04-17,WN,MEM,MDW,480,12.0,,False,False,False,False,False
899,2015-01-10,OO,FAT,SFO,158,0.0,,False,False,False,False,False
900,2015-03-22,DL,SLC,DTW,1481,0.0,,False,False,False,False,False
901,2015-04-17,AA,ORD,LAX,1744,0.0,,False,False,False,False,False
902,2015-03-14,WN,SNA,DAL,1216,10.0,,False,False,False,False,False
903,2015-11-30,WN,PHX,ELP,347,2.0,,False,False,False,False,False
904,2015-03-07,B6,PBI,BOS,1197,2.0,,False,False,False,False,False
905,2015-02-19,US,MSP,PHX,1276,0.0,,False,False,False,False,False
906,2015-01-26,EV,DEN,FSD,483,2.0,,False,False,False,False,False
907,2015-07-12,UA,LAS,DEN,628,7.0,,False,False,False,False,False
908,2015-09-05,WN,MKE,DCA,634,0.0,,False,False,False,False,False
909,2015-07-07,MQ,ORD,CMH,296,55.0,,False,False,False,False,True
910,2015-04-06,UA,DEN,BIL,455,0.0,,False,False,False,False,False
911,2015-09-21,EV,TUS,IAH,936,0.0,,False,False,False,False,False
912,2015-06-13,WN,HOU,DCA,1218,169.0,,True,False,False,True,True
913,2015-07-08,WN,SMF,PHX,647,0.0,,False,False,False,False,False
914,2015-07-21,WN,LAX,LAS,236,48.0,,True,False,False,True,True
915,2015-02-10,EV,CLE,LGA,419,11.0,,False,False,False,False,False
916,2015-12-22,AA,ONT,DFW,1188,5.0,,False,False,False,False,False
917,2015-01-21,AA,SEA,DFW,1660,0.0,,False,False,False,False,False
918,2015-11-20,AA,DCA,BOS,399,0.0,,False,False,False,False,False
919,2015-12-09,EV,BTR,DFW,383,1.0,,False,False,False,False,False
920,2015-08-02,WN,HOU,LAX,1390,6.0,,False,False,False,False,False
921,2015-11-02,WN,DAL,DCA,1184,205.0,,True,False,False,True,False
922,2015-08-24,EV,IAH,AEX,190,16.0,,False,False,False,False,False
923,2015-12-01,VX,SFO,ORD,1846,92.0,,False,False,False,True,False
924,2015-04-15,UA,MCO,SFO,2446,0.0,,False,False,False,False,False
925,2015-01-25,OO,PHX,LAX,370,72.0,,False,False,False,False,True
926,2015-08-01,OO,GEG,SEA,224,0.0,,False,False,False,False,False
927,2015-08-31,DL,ATL,DFW,731,1.0,,False,False,False,False,False
928,2015-05-23,AS,SEA,SLC,689,2.0,,False,False,False,False,False
929,2015-06-29,DL,DTW,RSW,1084,35.0,,True,True,False,False,False
930,2015-06-16,OO,DEN,FAR,627,88.0,,True,False,False,True,False
931,2015-04-10,VX,SFO,JFK,2586,86.0,,True,False,False,False,False
932,2015-01-13,DL,TPA,ATL,406,0.0,,False,False,False,False,False
933,2015-08-04,WN,PHX,MDW,1444,0.0,,False,False,False,False,False
934,2015-06-14,WN,DEN,SFO,967,48.0,,False,False,False,False,True
935,2015-12-07,UA,IAD,TPA,811,0.0,,False,False,False,False,False
936,2015-07-20,DL,ATL,MEM,332,3.0,,False,False,False,False,False
937,2015-01-04,NK,IAH,SAN,1303,0.0,,False,False,False,False,False
938,2015-08-05,DL,ATL,CLT,226,2.0,,False,False,False,False,False
939,2015-05-31,OO,DTW,SBN,157,0.0,,False,False,False,False,False
940,2015-02-23,AA,RDU,DFW,1061,0.0,,False,False,False,False,False
941,2015-07-11,B6,ROC,JFK,264,0.0,,False,False,False,False,False
942,2015-12-05,AS,SEA,DFW,1660,11.0,,False,False,False,False,False
943,2015-04-25,EV,SDF,EWR,642,0.0,,False,False,False,False,False
944,2015-08-06,DL,OKC,DTW,900,0.0,,False,False,False,False,False
945,2015-03-31,DL,PBI,ATL,545,0.0,,False,False,False,False,False
946,2015-11-22,AA,PHX,CLT,1773,5.0,,False,False,False,False,False
947,2015-11-01,UA,SEA,DEN,1024,0.0,,False,False,False,False,False
948,2015-08-19,WN,PHX,LIT,1136,10.0,,False,False,False,False,False
949,2015-07-11,AA,PHX,SLC,507,0.0,,False,False,False,False,False
950,2015-03-13,AA,LAX,LAS,236,31.0,,True,False,False,False,False
951,2015-11-25,AS,PDX,PHX,1009,32.0,,True,False,False,False,False
952,2015-01-16,B6,JFK,TPA,1005,28.0,,True,False,False,True,False
953,2015-05-25,WN,RSW,BDL,1180,67.0,,False,False,False,True,False
954,2015-01-21,B6,BWI,BOS,369,0.0,,False,False,False,False,False
955,2015-05-14,UA,DCA,ORD,612,29.0,,False,False,False,False,False
956,2015-02-20,HA,HNL,OGG,100,2.0,,False,False,False,False,False
957,2015-07-13,WN,STL,MSY,604,47.0,,False,False,False,True,False
958,2015-08-11,OO,DAY,DTW,166,0.0,,False,False,False,False,False
959,2015-02-22,DL,LAX,IND,1814,37.0,,False,False,False,False,False
960,2015-08-31,EV,ABE,DTW,425,0.0,,False,False,False,False,False
961,2015-08-11,UA,LAX,IAH,1379,1.0,,False,False,False,False,False
962,2015-08-14,AA,DFW,PHL,1303,0.0,,False,False,False,False,False
963,2015-01-04,UA,PHX,IAH,1009,36.0,,False,False,False,False,False
964,2015-08-21,MQ,MSN,ORD,108,33.0,,False,False,False,False,False
965,2015-11-16,UA,DSM,DEN,589,51.0,,True,False,False,True,False
966,2015-05-28,UA,TPA,IAD,811,0.0,,False,False,False,False,False
967,2015-12-19,UA,DEN,PHX,602,2.0,,False,False,False,False,False
968,2015-01-23,EV,JAN,IAH,351,14.0,,False,False,False,False,False
969,2015-12-24,WN,SMF,DEN,909,1.0,,False,False,False,False,False
970,2015-12-06,MQ,DFW,MAF,309,12.0,,False,False,False,False,False
971,2015-05-12,OO,SLC,PSC,521,0.0,,False,False,False,False,False
972,2015-01-27,EV,IAD,PIT,182,81.0,,True,False,False,True,False
973,2015-09-20,EV,AUS,IAH,140,0.0,,False,False,False,False,False
974,2015-11-04,EV,ATL,MLI,633,0.0,,False,False,False,False,False
975,2015-02-13,WN,OAK,BUR,325,63.0,,False,False,False,True,False
976,2015-09-02,AA,DFW,ATL,731,0.0,,False,False,False,False,False
977,2015-03-18,UA,SFO,SEA,679,0.0,,False,False,False,False,False
978,2015-01-30,MQ,MLI,ORD,139,7.0,,False,False,False,False,False
979,2015-03-26,WN,AUS,SAN,1164,0.0,,False,False,False,False,False
980,2015-12-24,DL,HSV,ATL,151,542.0,,False,False,False,True,False
981,2015-11-20,AA,LGA,CLT,544,28.0,,True,False,False,True,False
982,2015-01-04,EV,MOB,IAH,427,0.0,,False,False,False,False,False
983,2015-04-14,US,RSW,CLT,600,0.0,,False,False,False,False,False
984,2015-08-08,MQ,ORD,LSE,215,0.0,,False,False,False,False,False
985,2015-05-28,UA,ANC,ORD,2846,216.0,,False,False,False,True,True
986,2015-01-23,DL,BWI,ATL,577,14.0,,False,False,False,False,False
987,2015-04-07,OO,STL,MSP,448,2.0,,False,False,False,False,False
988,2015-02-20,OO,DEN,COS,73,18.0,,True,False,False,False,True
989,2015-07-20,DL,DFW,ATL,731,0.0,,False,False,False,False,False
990,2015-06-25,WN,PDX,PHX,1009,218.0,,False,False,False,False,True
991,2015-06-07,EV,IAH,MSP,1034,0.0,,False,False,False,False,False
992,2015-08-01,AA,LAS,DFW,1055,0.0,,False,False,False,False,False
993,2015-06-21,WN,MDW,LAS,1521,0.0,,False,False,False,False,False
994,2015-02-01,WN,LAS,DTW,1749,73.0,,False,False,False,True,False
995,2015-12-30,WN,SFO,SAN,447,0.0,,False,False,False,False,False
996,2015-12-11,WN,STL,MDW,251,25.0,,False,False,False,False,False
997,2015-09-30,WN,DAL,OKC,181,2.0,,False,False,False,False,False
998,2015-09-25,OO,PHX,SFO,651,0.0,,False,False,False,False,False
999,2015-11-04,AA,BOS,LGA,184,0.0,,False,False,False,False,False
1000,2015-03-03,EV,BIS,MSP,386,0.0,,False,False,False,False,False
1001,2015-12-16,WN,TPA,DAL,917,0.0,,False,False,False,False,False
1002,2015-07-08,WN,BNA,MDW,395,277.0,,True,False,False,False,True
1003,2015-12-18,UA,LAX,IAH,1379,38.0,,False,False,False,True,False
1004,2015-12-14,EV,IAH,XNA,438,0.0,,False,False,False,False,False
1005,2015-11-29,EV,FSM,DFW,227,0.0,,False,False,False,False,False
1006,2015-06-26,B6,IAD,JFK,228,21.0,,False,False,False,False,False
1007,2015-12-26,F9,MCO,CLE,895,0.0,,False,False,False,False,False
1008,2015-03-05,WN,STL,MCO,882,0.0,,False,False,False,False,False
1009,2015-12-30,EV,MLI,ATL,633,104.0,,True,False,False,True,False
1010,2015-11-18,OO,DEN,BHM,1083,17.0,,False,False,False,False,False
1011,2015-11-12,AS,LAX,PDX,834,0.0,,False,False,False,False,False
1012,2015-07-09,AS,SEA,ANC,1448,0.0,,False,False,False,False,False
1013,2015-06-01,B6,JFK,MCO,944,52.0,,False,False,False,True,True
1014,2015-05-27,US,PHX,LAS,255,2.0,,False,False,False,False,False
1015,2015-01-13,OO,SEA,GEG,224,0.0,,False,False,False,False,False
1016,2015-02-25,AA,SEA,ORD,1721,0.0,,False,False,False,False,False
1017,2015-11-30,WN,PHX,SNA,338,2.0,,False,False,False,False,False
1018,2015-07-17,AA,DFW,SFO,1464,377.0,,False,False,False,False,True
1019,2015-08-19,WN,ATL,MCO,404,100.0,,True,True,False,False,True
1020,2015-11-18,DL,ATL,BOS,946,75.0,,True,False,False,True,True
1021,2015-02-10,AA,DFW,SFO,1464,0.0,,False,False,False,False,False
1022,2015-07-01,AA,DFW,SFO,1464,322.0,,False,False,False,True,True
1023,2015-06-18,WN,PWM,BWI,452,406.0,,True,True,False,False,True
1024,2015-11-04,DL,DTW,SEA,1927,0.0,,False,False,False,False,False
1025,2015-02-12,OO,SAT,ORD,1041,15.0,,False,False,False,False,False
1026,2015-08-10,WN,DEN,MKE,896,0.0,,False,False,False,False,False
1027,2015-04-05,US,MCO,CLT,468,25.0,,False,False,False,False,False
1028,2015-07-12,AS,SFO,PDX,550,0.0,,False,False,False,False,False
1029,2015-09-29,EV,ORD,BUF,473,52.0,,True,False,False,False,True
1030,2015-03-07,AA,DCA,ORD,612,8.0,,False,False,False,False,False
1031,2015-07-25,AA,BOS,LGA,184,0.0,,False,False,False,False,False
1032,2015-08-03,DL,ATL,MSP,907,19.0,,False,False,False,False,False
1033,2015-07-09,AA,DFW,ORD,802,0.0,,False,False,False,False,False
1034,2015-02-14,UA,ORD,IAD,589,8.0,,False,False,False,False,False
1035,2015-05-29,UA,LAX,SFO,337,13.0,,False,False,False,False,False
1036,2015-08-09,DL,MSP,BZN,874,0.0,,False,False,False,False,False
1037,2015-08-12,AA,DCA,MCO,759,33.0,,False,False,False,False,False
1038,2015-04-27,DL,DTW,PHX,1671,0.0,,False,False,False,False,False
1039,2015-07-08,UA,EWR,CLE,404,215.0,,False,False,False,True,False
1040,2015-09-23,WN,HOU,ATL,696,17.0,,False,False,False,False,False
1041,2015-12-03,DL,DTW,MSP,528,0.0,,False,False,False,False,False
1042,2015-12-02,AA,CLT,ORF,290,1.0,,False,False,False,False,False
1043,2015-12-18,DL,BNA,ATL,214,0.0,,False,False,False,False,False
1044,2015-04-25,UA,OGG,DEN,3302,1.0,,False,False,False,False,False
1045,2015-08-09,WN,PHX,SNA,338,1.0,,False,False,False,False,False
1046,2015-01-01,DL,FLL,ATL,581,0.0,,False,False,False,False,False
1047,2015-05-15,EV,EWR,CHS,628,0.0,,False,False,False,False,False
1048,2015-07-03,DL,ATL,LGA,762,54.0,,False,True,False,False,True
1049,2015-06-23,DL,MCI,ATL,692,0.0,,False,False,False,False,False
1050,2015-09-19,OO,MCI,ORD,403,0.0,,False,False,False,False,False
1051,2015-02-15,DL,ATL,MIA,594,20.0,,False,False,False,False,False
1052,2015-12-13,MQ,DRO,DFW,674,0.0,,False,False,False,False,False
1053,2015-09-13,AA,PIT,DFW,1067,0.0,,False,False,False,False,False
1054,2015-05-03,WN,BNA,PNS,391,0.0,,False,False,False,False,False
1055,2015-03-21,OO,LAX,SAN,109,2.0,,False,False,False,False,False
1056,2015-09-20,AA,BWI,MIA,946,0.0,,False,False,False,False,False
1057,2015-06-22,F9,CLE,RDU,416,22.0,,True,False,False,False,False
1058,2015-06-12,MQ,CID,ORD,196,450.0,,True,False,False,False,True
1059,2015-11-01,AA,CLT,BDL,644,33.0,,False,False,False,False,False
1060,2015-06-03,MQ,PIA,ORD,130,0.0,,False,False,False,False,False
1061,2015-11-03,F9,DEN,CID,692,0.0,,False,False,False,False,False
1062,2015-02-05,OO,IAH,DSM,802,18.0,,True,False,False,False,True
1063,2015-05-09,OO,IAH,CHS,925,23.0,,False,False,False,False,False
1064,2015-05-27,WN,LAS,SLC,368,3.0,,False,False,False,False,False
1065,2015-03-20,DL,BHM,ATL,134,6.0,,False,False,False,False,False
1066,2015-11-18,EV,ROA,ORD,531,1615.0,Weather,False,False,False,False,False
1067,2015-08-02,UA,PIT,ORD,413,0.0,,False,False,False,False,False
1068,2015-03-03,US,PHX,DFW,868,52.0,,False,False,False,True,False
1069,2015-01-15,UA,IAD,PHX,1956,23.0,,False,False,False,False,False
1070,2015-08-21,EV,ATL,FAY,331,18.0,,False,False,False,False,False
1071,2015-05-23,AA,PIT,DFW,1067,0.0,,False,False,False,False,False
1072,2015-08-07,WN,DAL,MCI,460,138.0,,True,False,False,True,True
1073,2015-07-28,AS,SAN,SEA,1050,0.0,,False,False,False,False,False
1074,2015-07-20,AA,SAN,PHL,2370,189.0,,False,False,False,True,True
1075,2015-11-05,OO,BOI,IAH,1482,119.0,,False,False,False,True,False
1076,2015-12-19,AA,CLT,LAS,1916,0.0,,False,False,False,False,False
1077,2015-07-10,WN,SMF,LAS,397,8.0,,False,False,False,False,False
1078,2015-09-25,EV,BQK,ATL,238,0.0,,False,False,False,False,False
1079,2015-08-18,DL,ATL,ORF,516,185.0,,False,True,False,False,True
1080,2015-12-08,EV,IAH,CAE,878,0.0,,False,False,False,False,False
1081,2015-06-17,EV,DFW,TLH,767,1615.0,Carrier,False,False,False,False,False
1082,2015-08-30,WN,DCA,DAL,1184,5.0,,False,False,False,False,False
1083,2015-04-17,DL,LGA,ATL,762,4.0,,False,False,False,False,False
1084,2015-01-11,OO,SFO,MFR,329,0.0,,False,False,False,False,False
1085,2015-08-01,OO,MSP,FWA,488,0.0,,False,False,False,False,False
1086,2015-01-13,OO,FAT,SEA,748,112.0,,True,False,False,True,True
1087,2015-02-26,DL,JAX,ATL,270,0.0,,False,False,False,False,False
1088,2015-01-04,UA,CLE,SFO,2161,4.0,,False,False,False,False,False
1089,2015-08-23,DL,SLC,EWR,1969,0.0,,False,False,False,False,False
1090,2015-12-16,UA,ICT,DEN,420,9.0,,False,False,False,False,False
1091,2015-05-15,B6,JFK,SFO,2586,0.0,,False,False,False,False,False
1092,2015-11-06,DL,DTW,GRR,120,0.0,,False,False,False,False,False
1093,2015-06-26,US,DCA,PHX,1979,113.0,,True,False,False,True,True
1094,2015-03-01,AA,LAS,LAX,236,141.0,,True,False,False,False,True
1095,2015-04-07,DL,MSP,RDU,980,294.0,,False,False,False,True,False
1096,2015-07-06,MQ,DBQ,ORD,147,178.0,,True,False,False,False,True
1097,2015-11-15,OO,SLC,MFR,575,0.0,,False,False,False,False,False
1098,2015-11-10,WN,DEN,PDX,991,0.0,,False,False,False,False,False
1099,2015-02-19,WN,PHX,RNO,601,0.0,,False,False,False,False,False
1100,2015-04-20,AA,MCI,DFW,460,70.0,,False,False,False,True,False
1101,2015-03-21,UA,ALB,ORD,723,14.0,,False,False,False,False,False
1102,2015-05-05,OO,IAH,CVG,871,0.0,,False,False,False,False,False
1103,2015-09-12,AA,ORD,PHL,678,0.0,,False,False,False,False,False
1104,2015-06-03,UA,DCA,IAH,1208,1615.0,National Air System,False,False,False,False,False
1105,2015-07-05,WN,BWI,SAN,2295,0.0,,False,False,False,False,False
1106,2015-09-13,DL,ATL,MCI,692,0.0,,False,False,False,False,False
1107,2015-01-23,NK,ORD,RSW,1120,0.0,,False,False,False,False,False
1108,2015-02-05,OO,SEA,PHX,1107,3.0,,False,False,False,False,False
1109,2015-05-04,WN,SMF,DEN,909,0.0,,False,False,False,False,False
1110,2015-05-31,WN,DAL,ABQ,580,20.0,,False,False,False,False,False
1111,2015-01-13,AA,DFW,AUS,190,18.0,,False,False,False,False,False
1112,2015-09-28,MQ,ORD,SUX,436,0.0,,False,False,False,False,False
1113,2015-06-20,AA,MIA,LAS,2174,0.0,,False,False,False,False,False
1114,2015-06-17,UA,IAH,LAX,1379,443.0,,False,False,False,True,True
1115,2015-11-23,UA,DEN,EWR,1605,0.0,,False,False,False,False,False
1116,2015-09-24,DL,EWR,MSP,1008,0.0,,False,False,False,False,False
1117,2015-08-29,AA,DFW,TPA,929,13.0,,False,False,False,False,False
1118,2015-03-31,NK,RSW,DFW,1017,29.0,,True,False,False,True,True
1119,2015-09-06,AA,MSP,PHX,1276,2.0,,False,False,False,False,False
1120,2015-09-17,UA,SFO,IND,1943,0.0,,False,False,False,False,False
1121,2015-06-12,B6,PHL,BOS,280,0.0,,False,False,False,False,False
1122,2015-08-25,MQ,FWA,ORD,157,12.0,,False,False,False,False,False
1123,2015-07-29,B6,FLL,PVD,1188,118.0,,True,False,False,True,True
1124,2015-12-08,MQ,CWA,ORD,213,7.0,,False,False,False,False,False
1125,2015-06-26,EV,VPS,IAH,528,0.0,,False,False,False,False,False
1126,2015-02-10,MQ,ORF,MIA,802,0.0,,False,False,False,False,False
1127,2015-11-03,OO,ORD,RIC,642,3.0,,False,False,False,False,False
1128,2015-08-23,AA,PHL,PHX,2075,0.0,,False,False,False,False,False
1129,2015-04-26,DL,DTW,DEN,1123,0.0,,False,False,False,False,False
1130,2015-03-23,OO,DEN,GTF,624,0.0,,False,False,False,False,False
1131,2015-07-06,DL,BDL,ATL,859,10.0,,False,False,False,False,False
1132,2015-06-22,US,CLT,DTW,500,0.0,,False,False,False,False,False
1133,2015-09-01,B6,JFK,BOS,187,0.0,,False,False,False,False,False
1134,2015-12-31,AS,SEA,ANC,1448,15.0,,False,False,False,False,False
1135,2015-12-21,MQ,GRR,DFW,931,68.0,,True,False,False,True,True
1136,2015-08-09,UA,PDX,DEN,991,0.0,,False,False,False,False,False
1137,2015-01-11,WN,RDU,MCO,534,0.0,,False,False,False,False,False
1138,2015-06-26,MQ,GRR,ORD,137,0.0,,False,False,False,False,False
1139,2015-08-21,EV,GPT,DFW,500,0.0,,False,False,False,False,False
1140,2015-05-08,UA,PBI,EWR,1023,53.0,,False,False,False,True,True
1141,2015-09-18,UA,BWI,ORD,622,0.0,,False,False,False,False,False
1142,2015-12-17,NK,ORD,LGA,733,117.0,,True,False,False,True,False
1143,2015-08-10,OO,SLC,EUG,618,0.0,,False,False,False,False,False
1144,2015-03-07,EV,IAH,AMA,517,0.0,,False,False,False,False,False
1145,2015-08-01,WN,SAN,HOU,1313,0.0,,False,False,False,False,False
1146,2015-11-16,UA,IAH,MSY,305,0.0,,False,False,False,False,False
1147,2015-05-02,DL,ATL,CVG,373,0.0,,False,False,False,False,False
1148,2015-01-06,AA,MCO,DFW,985,0.0,,False,False,False,False,False
1149,2015-12-09,AA,CLT,MSP,930,2.0,,False,False,False,False,False
1150,2015-05-22,DL,MCI,ATL,692,0.0,,False,False,False,False,False
1151,2015-04-05,WN,ONT,LAS,197,0.0,,False,False,False,False,False
1152,2015-09-28,AA,LAX,MIA,2342,8.0,,False,False,False,False,False
1153,2015-08-12,OO,SLC,SUN,222,0.0,,False,False,False,False,False
1154,2015-03-11,DL,MSY,ATL,425,38.0,,True,False,False,False,True
1155,2015-03-07,MQ,GRK,DFW,134,0.0,,False,False,False,False,False
1156,2015-05-04,DL,ATL,BUF,712,0.0,,False,False,False,False,False
1157,2015-03-15,OO,ATL,DEN,1199,0.0,,False,False,False,False,False
1158,2015-11-07,UA,DCA,SFO,2442,0.0,,False,False,False,False,False
1159,2015-02-05,MQ,IND,ORD,177,34.0,,False,False,False,False,False
1160,2015-11-17,DL,ORD,MSP,334,0.0,,False,False,False,False,False
1161,2015-08-21,UA,IAH,LGA,1416,7.0,,False,False,False,False,False
1162,2015-07-06,AA,ORD,PHX,1440,166.0,,True,False,False,False,True
1163,2015-09-13,DL,MSP,PIT,726,0.0,,False,False,False,False,False
1164,2015-02-06,AA,MCO,DFW,985,0.0,,False,False,False,False,False
1165,2015-08-10,AS,SEA,ANC,1448,16.0,,True,False,False,False,False
1166,2015-07-07,NK,MCO,ORD,1005,1615.0,National Air System,False,False,False,False,False
1167,2015-01-04,WN,PHL,FLL,992,0.0,,False,False,False,False,False
1168,2015-03-07,DL,ATL,ROC,749,1.0,,False,False,False,False,False
